industry,ticker,name,market_cap,ev_to_ebitda,trailing_pe,forward_pe,ev_to_revenue,fcf_yield,net_debt_ebitda,profit_margin,operating_margin,revenue_growth,market_cap_m,outlier_flag
Real Estate,PLD,Prologis,132666654720,26.669,40.202816,42.63404,18.692,0.0359530317400921,5.359949126303182,0.36205003,0.4133,0.04,132666.7,False
Real Estate,AMT,American Tower,89061384192,20.099,30.286623,27.653389,13.043,0.0506278611421472,6.295742436665416,0.23763001,0.44942,0.075,89061.4,False
Real Estate,EQR,Equity Residential,24755707904,17.343,21.47279,41.95632,10.551,0.057216349356389626,4.475529715379186,0.36202,0.2851,0.02,24755.7,False
Real Estate,SPG,Simon Property Group,76628533248,20.395,14.347458,29.116446,15.073,0.030517674981871527,6.032947694110978,0.7271,0.49717,0.132,76628.5,False
Real Estate,O,Realty Income,63220953088,18.135,57.74359,37.63893,16.092,0.042325989680593916,5.681611353940902,0.18370001,0.46975,0.11,63221.0,False
Real Estate,WELL,Welltower,146639667200,61.57,146.96504,63.49245,15.137,0.015585437226087758,6.134749730270345,0.08644,-0.28201,0.413,146639.7,False
Real Estate,DLR,Digital Realty Trust,62506557440,29.088,50.053223,52.45129,13.297,0.03133174758312206,6.044200225645277,0.2152,0.14147,0.171,62506.6,False
